genres;homepage;keywords;original_title;runtime
Horror Thriller;not find;fanatic forest west virginia suspense;Timber Falls;97.0
Comedy Music Romance;not find;fan morning musical talkie partner;Singin' in the Rain;103.0
Comedy Horror;https://www.facebook.com/AHauntedHouse?fref=ts;horror spoof found footage duringcreditsstinger;A Haunted House;86.0
Comedy Drama;not find;pop star musical record label music music band;That Thing You Do!;108.0
Horror Mystery Science Fiction;not find;commercial factory gas station curfew mask;Halloween III: Season of the Witch;98.0
Action Drama Western;not find;alcoholism ranchers rancher rebellious youth;Hud;112.0
Comedy Documentary;http://kevinhartnation.com/portfolio/let-me-explain-2012/;stand-up comedy manhattan, new york city madison square garden duringcreditsstinger;Kevin Hart: Let Me Explain;74.0
Drama Romance;not find;individual gay father son relationship rome robbery;My Own Private Idaho;104.0
Comedy Drama Romance;http://www2.foxsearchlight.com/gardenstate/;new jersey paraplegic loss of mother expensive restaurant pop culture;Garden State;102.0
Drama Romance;not find;dialogue sunrise talking soulmates walking;Before Sunrise;105.0
Horror Mystery Thriller;not find;suspense psychopathic killer hopital;Sur le seuil;100.0
Comedy Drama Romance;not find;drug abuse magic mushroom dark comedy independent film drug;Jesus' Son;107.0
Comedy Romance;not find;lesbian relationship lgbt woman director;Saving Face;91.0
Drama;not find;arranged marriage independent film bangladesh september 11 2001 woman director;Brick Lane;102.0
Science Fiction Comedy Drama Crime;http://robotandfrank-film.com/;friendship robot senior citizen cat thief;Robot & Frank;85.0
Drama Romance;http://www.clubcultura.com/clubcine/clubcineastas/isabelcoixet/mividasinmi/index.htm;farewell responsability dying and death night shift daughter;My Life Without Me;106.0
Comedy Drama Romance;http://spectacularnowmovie.com/;alcoholism coming of age teenager high school student based on young adult novel;The Spectacular Now;95.0
Comedy Documentary;http://www.lionsgate.com/religulous/;muslim museum jew evidence rabbi;Religulous;101.0
Documentary Drama;http://thefuelfilm.com/;energy policy consumption automobile industry independent film nature;Fuel;90.0
Drama;not find;dolphin island research tourist town;Eye of the Dolphin;100.0
Documentary;not find;independent film;8: The Mormon Proposition;80.0
Comedy Romance;not find;indian lead call center romantic comedy;The Other End of the Line;106.0
Horror Thriller;not find;butterfly dissection scalpel medical school;Anatomie;103.0
Drama Science Fiction Thriller;http://www.sleepdealer.com/;virtual reality dystopia moral conflict computer loneliness;Sleep Dealer;90.0
Comedy Action Drama;http://www.thecrimsonbolt.com/;bomb gun drug dealer costume comic book;Super;96.0
Comedy Horror;not find;giant insect;Stung;87.0
Horror;not find;drug abuse experiment television conspiracy alien abduction;Antibirth;94.0
Drama;not find;washington d.c. bus march;Get on the Bus;120.0
Adventure Comedy Science Fiction;not find;prostitute capitalism usa president arena congress;Idiocracy;84.0
Drama Crime;http://www.thisisenglandmovie.co.uk/;holiday skinhead england vandalism independent film;This Is England;101.0
Action Adventure Science Fiction;not find;impostor alien invasion military partying;U.F.O.;101.0
Comedy Music;not find;musical girls' boarding school swimming pool romantic comedy;Bathing Beauty;101.0
Drama Family;http://www.goforitmovie.com/;dancing chicago woman director;Go for It!;105.0
Comedy Drama Family;not find;small town texas;Dancer, Texas Pop. 81;97.0
Music Romance;not find;musical grandmother granddaughter relationship interracial relationship reconciliation riverboat;Show Boat;107.0
Thriller;not find;series of murders;The Calling;108.0
Fantasy Adventure Animation Comedy Family;not find;growing up coming of age lost journey personification;The Brave Little Toaster;90.0
Animation Family Music;http://movies.disney.com/fantasia;orchestra classical music musical segments;Fantasia;124.0
Thriller Drama;not find;christian film sex trafficking;8 Days;90.0
Horror Thriller;not find;lake summer camp murder serial killer slasher;Friday the 13th Part III;95.0
Horror Thriller;not find;mask psychology serial killer hospital teenager;Friday the 13th: A New Beginning;92.0
Drama;not find;christianity appalachia conversion independent film;The Last Sin Eater;117.0
Fantasy Drama;not find;christian;Do You Believe?;115.0
Thriller Drama;not find;island airplane survival soccer crash;Eden;97.0
Comedy Romance Foreign;not find;coming out arranged marriage gay relationship;Chicken Tikka Masala;90.0
Romance Comedy Music;not find;woman director;There's Always Woodstock;90.0
Action Comedy Horror;not find;camping vomit demon science;Jack Brooks: Monster Slayer;85.0
Crime Drama;not find;florida striptease homosexuality independent film best friend;Bully;113.0
Comedy Drama;not find;mentally disabled;Elling;89.0
Drama Crime;http://miamericamovie.net/;new york state hate crime;Mi America;126.0
Drama Mystery Thriller;not find;suicide family secrets blind woman director;Lies in Plain Sight;88.0
Action Thriller Adventure;http://www.mgm.com/view/movie/717/From-Russia-With-Love/;venice london england terror england assassination;From Russia with Love;115.0
Comedy Horror Action;not find;japan new jersey sequel superhero gore;The Toxic Avenger Part II;96.0
Comedy Romance Science Fiction;not find;sex revolution future dystopia government;Sleeper;89.0
Horror Thriller;not find;chase supernatural friends vision school;It Follows;100.0
Comedy;not find;transsexuality perversity sperm orgasm sodomy;Everything You Always Wanted to Know About Sex *But Were Afraid to Ask;88.0
Crime Drama;not find;black people based on novel brother sister relationship becoming an adult isolation;To Kill a Mockingbird;129.0
Adventure Action Thriller Science Fiction;not find;explosive boomerang pilot chase post-apocalyptic;Mad Max 2;95.0
Crime Drama;http://www.foxsearchlight.com/boysdontcry/;rape sex identity small town love;Boys Don't Cry;118.0
Horror Mystery;not find;supernatural remake suspense beer bottle real time;Silent House;85.0
Drama Thriller;not find;germany berlin suicide berlin wall corruption;Das Leben der Anderen;137.0
Drama;http://www.courageousthemovie.com;father faith;Courageous;129.0
Drama;not find;suicide gambling manager alcohol based on novel;The Hustler;134.0
Adventure Drama Romance;not find;partnership oil oil tycoon wildcatter oil field;Boom Town;119.0
Adventure Animation Comedy Drama;http://www.sonyclassics.com/triplets/;france kidnapping boy biker tour de france;Les triplettes de Belleville;80.0
Comedy Drama;http://www.newline.com/properties/americansplendor.html;biography independent film v.a. hospital junk sale jellybean;American Splendor;101.0
Drama Romance;http://www.warnerbros.com/?site=beforesunset#/page=movies&pid=f-57b53b9e/BEFORE_SUNSET&asset=059437/Before_Sunset_-_Trailer_1A&type=video/;paris journalist dialogue talking soulmates;Before Sunset;80.0
Crime Drama;not find;cheating dysfunctional family teen angst underage drinking domestic violence;Thirteen;100.0
Drama Romance;not find;anti semitism soldier;Gentleman's Agreement;118.0
Drama;http://www.wintersbonemovie.com/;father court bail drug trade girl;Winter's Bone;100.0
Documentary Action Adventure;not find;wound mountaineer peru sport glacier;Touching the Void;106.0
Drama Music Romance;not find;dance ragtime concert tour;Alexander's Ragtime Band;106.0
Comedy Drama;http://www.meandyoumovie.com/;brother brother relationship playground independent film sex talk art gallery;Me and You and Everyone We Know;90.0
Documentary;http://www.sonyclassics.com/insidejob/;corruption capitalism globalization bank banker;Inside Job;109.0
Drama Music Romance;not find;dj;We Are Your Friends;96.0
Crime Drama;not find;deportation hitman mission of murder book code;Ghost Dog: The Way of the Samurai;116.0
Crime Drama Thriller Action;http://www.harshtimes.com/;watching a movie playing pool vinegar;Harsh Times;120.0
Crime Drama Thriller;not find;hostage based on true story murder independent film single mother;Captive;97.0
Comedy Drama Romance;not find;independent film;Full Frontal;96.0
Horror;not find;ax possession psychic power ouija ouija board;Witchboard;98.0
Romance Drama Comedy;http://www.shortbusthemovie.com;gay new york free love swinger club transsexuality;Shortbus;101.0
Drama Animation War;http://waltzwithbashir.com;israel palestine middle east lebanon nightmare;Vals Im Bashir;90.0
Documentary;http://www.noendinsightmovie.com;white house occupying power independent film incompetence irak;No End in Sight;102.0
Drama Romance;not find;1970s teenage girl older man younger woman relationship based on graphic novel teenage sexuality;The Diary of a Teenage Girl;98.0
Documentary;not find;nasa space mission rocket moon landing space;In the Shadow of the Moon;109.0
Drama Western;http://meekscutoff.com/;gold oregon thirst tree settler;Meek's Cutoff;104.0
History Documentary;not find;usa 1970s sexual revolution unsimulated sex;Inside Deep Throat;92.0
Comedy Drama;not find;independent film woman director;Clockwatchers;96.0
Comedy;http://www.thevirginityhit.com/;loss of virginity teenage boy teen comedy teenage sexuality found footage;The Virginity Hit;120.0
Action Thriller;not find;paris culture clash subway metropolis blackmail;Subway;104.0
Comedy Drama;http://www.houseofdthemovie.com/;self-discovery friendship;House of D;97.0
Action Adventure Science Fiction;not find;independent film;Six-String Samurai;91.0
Drama Comedy Music;not find;disc jockey loss of family cocaine comeback recording studio;It's All Gone Pete Tong;90.0
Comedy;http://www.saintjohnmovie.com/;independent film aftercreditsstinger;Saint John of Las Vegas;84.0
Comedy Drama Romance;not find;transporter sport friends nottingham;24 7: Twenty Four Seven;96.0
Drama;https://twitter.com/Stonewall_Movie;stonewall riot;Stonewall;129.0
Drama Action Thriller;not find;heist mafia internet;This Thing of Ours;100.0
Comedy Drama Music Romance;not find;wife musical marriage divorce;The Last Five Years;94.0
Comedy Science Fiction Romance Horror;not find;gang zombie;Return of the Living Dead 3;97.0
Drama Action Romance;not find;new york celebration;London;92.0
Drama;not find;independent film mother daughter relationship woman director;Sherrybaby;96.0
Horror Science Fiction;not find;survival execution stranger no memory;Circle;87.0
Horror Thriller;not find;beach wife husband relationship lake camping rottweiler;Eden Lake;91.0
Thriller;http://plushthemovie.com/;woman director;Plush;98.0
Horror Comedy;http://www.lesbianvampirekillersmovie.com/;female nudity horror dark comedy female homosexuality female vampire;Lesbian Vampire Killers;86.0
Drama Action Crime Foreign;not find;hearing gang of thieves organized crime;Jerusalema;120.0
Thriller Drama Crime;not find;loss of family camcorder alibi suspect murder;Freeze Frame;99.0
Thriller Horror;http://www.grave-encounters.tv/;camcorder reality insane asylum paranormal haunting;Grave Encounters;92.0
Horror;not find;slapstick teen angst slaughter dark comedy supernatural being;Stitches;86.0
Crime Drama Horror Thriller;http://www.ninedead.com/;kidnapping murder suspense;Nine Dead;98.0
Comedy;not find;revolution political activism loser;Bananas;82.0
Crime Drama Mystery;not find;new york san francisco aquarium shanghai yacht;The Lady from Shanghai;87.0
Horror Thriller;not find;sheriff robber burned alive gore serial killer;No Man's Land: The Rise of Reeker;88.0
Action Adventure Drama;not find;road movie;Highway;97.0
Comedy;http://coffeetown.com/;coffee shop slacker thirty something carefree;Coffee Town;87.0
Comedy Drama;not find;christmas tree salesman french canadian;All Is Bright;107.0
Mystery Horror History;not find;snake cut-off arm pit revitalization descendant;Die Schlangengrube und das Pendel;85.0
Comedy Drama;not find;brother brother relationship drug addiction sister-in-law;Straight A's;88.0
Comedy Music;not find;virgin ancient rome freedom sondheim slave;A Funny Thing Happened on the Way to the Forum;99.0
Documentary;not find;presidential elections;Slacker Uprising;102.0
Action Adventure History Western;not find;based on real events;The Legend of Hell's Gate: An American Conspiracy;108.0
Science Fiction Comedy;not find;spoof zombie;Walking with the Dead;90.0
Thriller Mystery Horror Drama;not find;self-defense car mechanic graduation high school shooting;The Curse of Downers Grove;89.0
Thriller;http://www.screenmedia.net/project/shark-lake/;lake shark attack;Shark Lake;92.0
Crime Drama;not find;sex police friends murder;River's Edge;99.0
Drama Thriller Mystery;http://www.experienceburied.com/index.html;isolation coffin race against time buried alive survival;Buried;94.0
Drama Comedy Romance;http://warpfilms.com/feature/submarine/;beach wales friendship bullying teenage girl;Submarine;97.0
Drama;not find;france musician investigation sadomasochism independent film;Chacun sa nuit;95.0
Thriller Documentary Crime History;http://www.manonwire.com/;judge juggler passion reality street artist;Man on Wire;94.0
Horror Drama Thriller;http://thelastexorcism.com/;exorcism fraud evil spirit human sacrifice mockumentary;The Last Exorcism;87.0
Drama;http://www.nowhereboy.co.uk/;musician musical biography teenager dark past;Nowhere Boy;98.0
Drama;not find;southern usa rape sister sister relationship loss of sense of reality brother-in-law;A Streetcar Named Desire;125.0
Drama Comedy War;not find;usa president general cold war strategic air command nuclear missile;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;95.0
Drama Romance;http://padreamaro.ad2.com/site/home_eng.htm;heart attack drug traffic drug crime mexican province celibacy;El Crimen del Padre Amaro;118.0
Drama Fantasy;http://www.welcometothebathtub.com;refugee camp hurricane fantasy flooding global warming;Beasts of the Southern Wild;93.0
Action Science Fiction;not find;post-apocalyptic dystopia ape;Battle for the Planet of the Apes;93.0
Drama Music;not find;musical independent film woman director;Songcatcher;109.0
Drama Thriller;http://www.sonyclassics.com/higherground/;baby wife husband relationship christian faith independent film;Higher Ground;109.0
Comedy Documentary;http://www.thegreatestmovieeversold.com/;comedian comedy duringcreditsstinger;The Greatest Movie Ever Sold;87.0
Comedy;not find;chainsaw macabre uncle nephew relationship;Ed and His Dead Mother;93.0
Adventure Drama Foreign;http://www.travellersandmagicians.com/;illusion independent film bhutan story in story weaver;Travellers and Magicians;108.0
Western;not find;prison judge marshal death penalty oklahoma;Hang 'em High;114.0
Thriller Comedy Horror;not find;snuff;A Beginner's Guide to Snuff;87.0
Action Science Fiction;not find;ufo extraterrestrial spaceship alien;Independence Daysaster;86.0
Action Drama Thriller;not find;berlin casino nun red hair running;Lola rennt;81.0
Drama Horror Thriller Romance;not find;difficult childhood psychoterror murder loneliness artificial;May;93.0
Adventure Family;http://againstthewild.com/;cave plane wreck salmon bears northern canada;Against the Wild;90.0
Drama;http://www.foxsearchlight.com/underthesamemoon;independent film woman director;La misma luna;106.0
Action Science Fiction;not find;circus pet human being dystopia insurrection;Conquest of the Planet of the Apes;88.0
Drama Thriller;not find;age difference fishing arbitrary law conductor ex husband;In the Bedroom;130.0
Thriller Crime Horror;not find;rape fondling revenge writer strangulation;I Spit on Your Grave;108.0
Comedy Crime;not find;small town texas con man fraud independent film;Happy, Texas;98.0
Drama Thriller Romance;not find;england brother sister relationship becoming an adult northern england female friendship;My Summer of Love;86.0
Drama Romance;not find;woman director;Yes;100.0
Comedy Romance;not find;monopoly tycoon house love friends;You Can't Take It With You;126.0
War Drama Romance;not find;hawaii harassment pearl harbor bombing military life;From Here to Eternity;118.0
Western;not find;captain fort retirement attack cavalry;She Wore a Yellow Ribbon;103.0
Drama Music;http://www.graceunplugged.com/;christian;Grace Unplugged;102.0
Comedy Drama;not find;independent film sexual humor drug humor;Foolish;84.0
Drama Romance;not find;gay;Ha-Buah;114.0
Crime Drama Mystery;not find;san francisco paranoia audio tape wiretap shadowing;The Conversation;113.0
Horror;not find;vacation remake woods burned alive murder;Cabin Fever;99.0
Comedy;not find;waitress unwillingly pregnant woman director;Waitress;108.0
Action;not find;martial arts biography sport sensei mixed martial arts;Bloodsport;92.0
Comedy Drama;not find;corruption washington d.c. senate senator governor;Mr. Smith Goes to Washington;129.0
Drama Crime;not find;puberty first time;Kids;91.0
Comedy Drama;not find;childhood memory uniform independent film private tryst;The Squid and the Whale;81.0
Comedy;not find;jew based on play independent film gay relationship lesbian;Kissing Jessica Stein;97.0
Action Drama;http://www.kickboxervengeance.com;martial arts kickboxing martial arts tournament reboot thai boxing;Kickboxer: Vengeance;90.0
Drama Mystery Thriller;not find;amnesia insane asylum suspense;Spellbound;111.0
Drama Mystery;not find;secret nightclub pet shop independent film unhappiness;Exotica;103.0
Romance Comedy Crime Drama;not find;prison gambling compulsive gambling;Buffalo '66;110.0
Horror Thriller;http://www.insidious-movie.com/;medium evil spirit house warming aftercreditsstinger;Insidious;103.0
Comedy Crime Science Fiction Thriller;not find;california cocaine future punk theory;Repo Man;92.0
Crime Drama Thriller;not find;hotel con man stamp police partner;Nueve Reinas;114.0
Documentary;not find;israel army intelligence agency shin bet;The Gatekeepers;101.0
Drama;not find;female nudity runaway commune egg independent film;The Ballad of Jack and Rose;111.0
Comedy Romance;http://todolistmovie.com/;sex sexuality irony sarcasm naivety;The To Do List;104.0
Action Crime Drama Thriller;not find;paris prostitute robbery drug abuse aids;Killing Zoe;96.0
Drama;not find;bomb jewry world war ii jewish life jew;The Believer;98.0
Drama Romance;not find;suicide depression small town family relationships young love;Snow Angels;106.0
Horror Mystery;not find;schizophrenia lunatic asylum psychology relation coin;Session 9;100.0
Comedy Romance;not find;independent film;I Want Someone to Eat Cheese With;80.0
Drama;http://moozlumthemovie.com;independent film;Mooz-lum;95.0
Comedy Horror;http://www.hatchetmovie.com/;new orleans alligator male friendship ax swampf;Hatchet;83.0
Drama Comedy;not find;factory ambulance invention tramp great depression;Modern Times;87.0
Comedy Horror;http://www.dhentertainment.com/projects/1.my-name-bruce/;parody parallel world;My Name Is Bruce;86.0
Comedy;http://www.roadhardmovie.com;road trip stand-up comedy romantic comedy travel;Road Hard;97.0
Drama Romance;not find;independent film;Forty Shades of Blue;108.0
Drama History War;http://www3.amigomovie.com/;ambush rebel rain village arrest;Amigo;128.0
Horror Mystery Science Fiction;not find;disc jockey radio station winter survival zombie;Pontypool;93.0
Drama;http://truckermovie.net/;california sex bar motel highway;Trucker;90.0
Horror Thriller;http://robzombie.com/movies/the-lords-of-salem/;witch coven salem massachusetts satanic;The Lords of Salem;101.0
Horror Comedy Thriller;http://www.houseboundthemovie.com/;haunted house father-in-law superstition house arrest basement;Housebound;109.0
Documentary;http://www.walmartmovie.com/;usa capitalism department store protest community;Wal-Mart: The High Cost of Low Price;98.0
Comedy Drama Fantasy Romance Science Fiction;not find;independent film;Fetching Cody;87.0
Comedy Drama;not find;bank robbery;Closer to the Moon;112.0
Science Fiction;not find;winter mutant post-apocalyptic dystopia meteor;Mutant World;85.0
Fantasy Animation Family;http://movies.disney.com/snow-white-and-the-seven-dwarfs;poison witch becoming an adult sadness queen;Snow White and the Seven Dwarfs;83.0
Western;not find;native american gunfighter hunting party;Shalako;113.0
Drama;http://www.thedoglovermovie.com/;undercover dog animal welfare animal rights organization puppy mill;The Dog Lover;101.0
Horror Thriller;not find;female nudity sex shower sauna nudity;GirlHouse;100.0
Drama Crime Thriller;not find;murder suspense love affair police interrogation murder trial;La chambre bleue;75.0
Thriller Horror;http://houseattheendofthedrive.com/;ghost story;House at the End of the Drive;91.0
Family Adventure Comedy Science Fiction Crime;not find;submarine dc comics missile shark attack rescue;Batman;105.0
Comedy Crime;http://www.universalstudiosentertainment.com/lock-stock-and-two-smoking-barrels/;ambush alcohol shotgun tea joint;Lock, Stock and Two Smoking Barrels;105.0
Comedy Drama;not find;bar alcoholism independent film drinking;Trees Lounge;95.0
Drama;http://www.journeyfromthefall.com/home.aspx;vietnam independent film;Vượt Sóng;135.0
Horror Comedy;not find;cannibal sleepwalking art teacher;Eddie: The Sleepwalking Cannibal;79.0
Drama Action;not find;biography;Kurmanjan Datka. Queen of the Mountains;135.0
Science Fiction;not find;post-apocalyptic dystopia canuxploitation;Def-Con 4;88.0
Action Comedy;not find;independent film;The Hebrew Hammer;85.0
Comedy Romance;not find;musical;Neal 'n' Nikki;122.0
Comedy;not find;duringcreditsstinger;The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It;82.0
Drama Horror Romance;not find;independent film;Forget Me Not;103.0
Drama Mystery;not find;monte carlo based on novel age difference secret obsession;Rebecca;130.0
Horror Thriller;not find;camping summer camp gore slasher b horror;Friday the 13th Part 2;87.0
Drama;not find;desperation weekend delirium addiction alcoholism;The Lost Weekend;101.0
Horror Science Fiction;not find;monster mutant shower police blood splatter;C.H.U.D.;88.0
Adventure Animation Comedy Family;http://www.lionofjudahthemovie.com/;palm sunday jerusalem judah bethlehem judah;The Lion of Judah;87.0
Crime Drama Thriller;not find;clock tower infidelity self-defense waterfall delirium;Niagara;92.0
Drama;not find;wales rural setting coal mining;How Green Was My Valley;118.0
Drama;not find;sexual obsession sex sexuality camcorder spanner;Sex, Lies, and Videotape;100.0
Horror Mystery Crime;not find;shotgun based on short film sadist pistol chained;Saw;103.0
Comedy Crime Mystery;http://www.brokenlizard.com/;alcohol radio police chief highway cops;Super Troopers;100.0
Comedy Drama Romance;not find;child abuse adultery arranged marriage bollywood wedding;Monsoon Wedding;114.0
Drama Romance;not find;independent film;You Can Count on Me;111.0
Comedy Mystery Thriller;not find;small town chase wife leave murder;The Trouble with Harry;99.0
Comedy;not find;coming out cheerleader homosexuality independent film lesbian;But I'm a Cheerleader;85.0
Drama;http://www.homerunthemovie.com/;baseball;Home Run;114.0
Crime Thriller;not find;traitor jewelry psychopath thief heist;Reservoir Dogs;99.0
Drama Family Fantasy;not find;bird;The Blue Bird;88.0
Western;http://www.mgm.com/#/our-titles/766/The-Good,-the-Bad-and-the-Ugly;bounty hunter refugee gold anti hero gallows;Il buono, il brutto, il cattivo;161.0
Drama;not find;brazilian brazil pool mother daughter relationship architecture;Que Horas Ela Volta?;110.0
Drama Comedy;http://www.bluelikejazzthemovie.com/;book store;Blue Like Jazz;106.0
Documentary;http://www.nfb.ca/film/pink_ribbons_inc_clip/;marketing breast cancer corporatism woman director;Pink Ribbons, Inc.;97.0
Drama Romance;not find;france female nudity sex sexuality love;Q;103.0
Drama Comedy;not find;peru;La Navaja De Don Juan;98.0
Action Adventure Drama War;not find;ambush british army fort invasion attack;The Charge of the Light Brigade;115.0
Action Adventure Comedy;not find;sport rollerblade;Airborne;91.0
Action Adventure;not find;blaxploitation;Cotton Comes to Harlem;97.0
Comedy;not find;decision waiter hostess trainee gross out;Waiting...;94.0
Drama Thriller Crime;not find;rage and hate brother revenge punishment home movie footage;Dead Man's Shoes;90.0
Comedy Horror;not find;civil war narration voodoo necrophilia anthology;From a Whisper to a Scream;99.0
Horror;not find;dracula independent film;Dracula: Pages from a Virgin's Diary;75.0
Drama;not find;christian film food;Faith Like Potatoes;97.0
Fantasy Science Fiction Horror;not find;commune suspense mad doctor captive drugged;Beyond the Black Rainbow;110.0
Action Thriller Crime;http://www.sonyclassics.com/theraid/;crime boss tenement high rise monitor tower block;Serbuan maut;101.0
Horror Science Fiction Action;not find;vampire zombie vanity project mad cow disease;The Dead Undead;90.0
Drama Romance;not find;love triangle corruption spy resistance casablanca;Casablanca;102.0
Horror Thriller;http://www.lakemungo.com;supernatural drama;Lake Mungo;84.0
Drama Comedy Romance;http://www.yashrajfilms.com/microsites/rocketsingh/rswebsite.html;ambition bollywood business india struggling career;Rocket Singh: Salesman of the Year;156.0
Adventure Drama Science Fiction;not find;space marine sunlight plants space travel saturn;Silent Running;89.0
Drama;not find;underdog philadelphia transporter italo-american fight;Rocky;119.0
Drama;not find;woman director young couple secluded family estate;The Sleepwalker;92.0
Adventure Comedy History Romance;not find;from rags to riches tutor squire;Tom Jones;128.0
Horror Thriller;not find;computer bullying revenge internet teenager;Unfriended;82.0
Crime Drama;not find;vietnam veteran taxi obsession drug dealer night shift;Taxi Driver;114.0
Drama Horror;not find;insane asylum werewolf newswoman;The Howling;91.0
Adventure Action Thriller;http://www.mgm.com/#/our-titles/566/Dr.-No;london england england assassination spy casino;Dr. No;110.0
Horror Thriller;http://www.chernobyldiaries.com/;radiation ukraine nuclear radiation tourist nuclear power plant;Chernobyl Diaries;88.0
Drama;http://www.godsnotdead.com/;christian;God's Not Dead 2;121.0
Horror Thriller;not find;murder serial killer student rumor;Cry_Wolf;90.0
Adventure Horror Action Science Fiction;not find;japan monster flying saucer godzilla city;Gojira ni-sen mireniamu;107.0
Drama Romance;http://www.bluevalentinemovie.com/;dancing nurse depression classroom bridge;Blue Valentine;112.0
Drama;http://www.transamerica-movie.com/;individual gay new york usa missionary;Transamerica;103.0
Thriller Horror;http://www.devilinsidemovie.com;rome exorcism death demonic possession found footage;The Devil Inside;83.0
Comedy Drama Thriller;http://www.beyondthevalleyofthedolls.com/home.html;pop pop star musical;Beyond the Valley of the Dolls;109.0
Drama Action Western Music Romance;not find;civil war;Love Me Tender;89.0
Documentary;http://www.climatecrisis.net/;climate change greenhouse effect climate earth global warming;An Inconvenient Truth;100.0
Action Drama History War;not find;sergeant iwo jima;Sands of Iwo Jima;100.0
Documentary Music;http://www.shinealightmovie.com/;new york film director legend song public;Shine a Light;122.0
Action Adventure Horror Thriller;not find;chile gore jungle extreme violence cannibal;The Green Inferno;100.0
Drama Romance Family;not find;gay;Departure;109.0
Drama Romance Comedy;not find;cat virgin narration wheelchair graduation;The Sessions;98.0
Documentary;http://www.takepart.com/foodinc;food industry monsanto organic food sustainable griculture;Food, Inc.;94.0
Drama;http://www.octoberbabymovie.net/;adoption college;October Baby;107.0
Comedy Drama Romance;not find;independent film;Next Stop Wonderland;96.0
Drama;not find;new york adultery confession brother sister relationship infidelity;The Skeleton Twins;90.0
Drama Thriller;http://www.foxsearchlight.com/marthamarcymaymarlene/;sexual abuse cult boundary violations mumblegore;Martha Marcy May Marlene;101.0
Comedy Romance;not find;independent film woman director;Obvious Child;83.0
Drama;not find;human trafficking woman director;Frozen River;97.0
Drama Romance;not find;love revenge loft analingus actor;Two Girls and a Guy;84.0
Comedy Drama Romance;not find;independent film woman director;Walking and Talking;86.0
Documentary;http://www.whokilledtheelectriccar.com/;energy supply automobile industry independent film;Who Killed the Electric Car?;92.0
Comedy Drama Romance;not find;gay roommate male friendship in vitro fertilisation romantic comedy;The Broken Hearts Club: A Romantic Comedy;94.0
Comedy Horror Thriller Mystery Fantasy;not find;john f. kennedy elvis presley;Bubba Ho-tep;92.0
Drama;not find;independent film;Slam;100.0
Drama Foreign Romance;not find;suicide loss of brother laughing jihad love;Fiza;170.0
Comedy;http://www.orgazmodvd.com/;pornography sex secret fight star;Orgazmo;94.0
Drama Romance;http://www.sonyclassics.com/alltherealgirls/;southern usa small town virgin independent film best friend;All the Real Girls;108.0
Comedy;not find;independent film;Dream with the Fishes;97.0
Drama;not find;independent film woman director;Blue Car;92.0
Comedy Drama Fantasy Romance;http://wristcutters.com/official_site;independent film break-up ex-boyfriend ex-girlfriend relationship rolling a cigarette autocide;Wristcutters: A Love Story;88.0
Science Fiction Drama;not find;independent film eyes molecular biologist;I Origins;106.0
Comedy Drama Romance;not find;fantasy enemy sister high school battlefield;The Battle of Shaker Heights;79.0
Documentary;http://theactofkilling.com/;corruption war indonesia;Jagal;115.0
Documentary;http://www.taxitothedarkside.com/;taxi afghanistan guantanamo bay torture chamber;Taxi to the Dark Side;106.0
Documentary;not find;new york beckenbauer pele;Once in a Lifetime: The Extraordinary Story of the New York Cosmos;97.0
Drama Adventure Documentary;http://www.frozensouth.com/;biography antarctica;Antarctica: A Year on Ice;92.0
Documentary;http://www.thelegodocumentary.com;pop culture fan culture documentary toys;A LEGO Brickumentary;93.0
Drama Action;http://hardflipmovie.com/;skateboarding forgiveness sport family relationships aftercreditsstinger;Hardflip;114.0
Mystery Horror;not find;ritual cult independent film human sacrifice eclipse;The House of the Devil;95.0
Comedy Thriller Crime;http://theperfecthostmovie.com/;swimming pool tea kettle conga line spit in the face convenience store robbery;The Perfect Host;93.0
Comedy Crime;not find;robbery organized crime gangster safecracker rosh hashanah;Safe Men;88.0
Romance Drama Crime;http://www.speedwayjunky-themovie.com/;racing car growing up scam male prostitute;Speedway Junky;104.0
Comedy Drama;not find;magazine independent film counter-culture model arrogance;The Last Big Thing;98.0
Action Comedy;not find;superhero;The Specials;82.0
Comedy Romance;not find;affection woman director;16 to Life;118.0
Crime Drama Romance Thriller;not find;obsession hidden camera stalker independent film invasion of privacy;Alone With Her;78.0
Drama Science Fiction;http://creativecontrolmovie.com;virtual reality black and white;Creative Control;97.0
Drama Fantasy Science Fiction;http://www.specialthemovie.com/;hallucination superhero independent film;Special;81.0
Drama Action Thriller;not find;rebel usa president hostage airplane;In Her Line of Fire;88.0
Comedy Drama;not find;stand-up comedy;The Jimmy Show;96.0
Crime Drama;not find;drug cartel extreme violence;Heli;105.0
Drama Romance;http://www.lovingannabelle.com/;bisexuality australia twin brother friends melbourne;Loving Annabelle;76.0
Drama Comedy;not find;talent delusion fame teenager viral video;Hits;96.0
Action Crime Drama Thriller;http://www.jimmyandjudymovie.com/;police revenge independent film video camera on the run;Jimmy and Judy;99.0
Comedy Romance;not find;sport;Frat Party;84.0
Drama;not find;london england beatnik;The Party's Over;94.0
Drama;http://www.proudthemovie.com/;woman director;Proud;87.0
Drama;not find;rape drug abuse independent film;The Poker House;93.0
Horror;http://www.zmdthemovie.com/;racist religion;ZMD: Zombies of Mass Destruction;92.0
